333,17,1599,2026-02-03 08:21:19.569948
334,17,1600,2026-02-03 08:21:19.569948
335,17,1601,2026-02-03 08:21:19.569948
336,17,1602,2026-02-03 08:21:19.569948
337,17,1603,2026-02-03 08:21:19.569948
338,17,1604,2026-02-03 08:21:19.569948
339,17,1605,2026-02-03 08:21:19.569948
340,17,1606,2026-02-03 08:21:19.569948
341,17,1607,2026-02-03 08:21:19.569948
342,17,1608,2026-02-03 08:21:19.569948
343,17,1609,2026-02-03 08:21:19.569948
344,17,1610,2026-02-03 08:21:19.569948
345,17,1611,2026-02-03 08:21:19.569948
346,17,1612,2026-02-03 08:21:19.569948
347,17,1613,2026-02-03 08:21:19.569948
348,17,1614,2026-02-03 08:21:19.569948
349,17,1615,2026-02-03 08:21:19.569948
350,17,1616,2026-02-03 08:21:19.569948
351,17,1617,2026-02-03 08:21:19.569948
352,17,1618,2026-02-03 08:21:19.569948
353,17,1619,2026-02-03 08:21:19.569948
354,17,1828,2026-02-03 08:21:19.569948
355,17,1829,2026-02-03 08:21:19.569948
356,17,1824,2026-02-03 08:21:19.569948
357,17,1825,2026-02-03 08:21:19.569948
358,17,1826,2026-02-03 08:21:19.569948
359,17,1827,2026-02-03 08:21:19.569948
360,18,1599,2026-02-04 20:14:21.355611
361,18,1600,2026-02-04 20:14:21.355611
362,18,1601,2026-02-04 20:14:21.355611
363,18,1602,2026-02-04 20:14:21.355611
364,18,1603,2026-02-04 20:14:21.355611
365,18,1604,2026-02-04 20:14:21.355611
366,18,1605,2026-02-04 20:14:21.355611
367,18,1606,2026-02-04 20:14:21.355611
368,18,1607,2026-02-04 20:14:21.355611
369,18,1608,2026-02-04 20:14:21.355611
370,18,1609,2026-02-04 20:14:21.355611
371,18,1610,2026-02-04 20:14:21.355611
372,18,1611,2026-02-04 20:14:21.355611
373,18,1612,2026-02-04 20:14:21.355611
374,18,1613,2026-02-04 20:14:21.355611
375,18,1614,2026-02-04 20:14:21.355611
376,18,1615,2026-02-04 20:14:21.355611
377,18,1616,2026-02-04 20:14:21.355611
378,18,1617,2026-02-04 20:14:21.355611
379,18,1618,2026-02-04 20:14:21.355611
380,18,1619,2026-02-04 20:14:21.355611
381,18,1770,2026-02-04 20:14:21.355611
382,18,1771,2026-02-04 20:14:21.355611
383,18,1772,2026-02-04 20:14:21.355611
384,18,1773,2026-02-04 20:14:21.355611
385,18,1774,2026-02-04 20:14:21.355611
386,19,1599,2026-02-04 20:14:36.228049
387,19,1600,2026-02-04 20:14:36.228049
388,19,1601,2026-02-04 20:14:36.228049
389,19,1602,2026-02-04 20:14:36.228049
390,19,1603,2026-02-04 20:14:36.228049
391,19,1604,2026-02-04 20:14:36.228049
392,19,1605,2026-02-04 20:14:36.228049
393,19,1606,2026-02-04 20:14:36.228049
394,19,1607,2026-02-04 20:14:36.228049
395,19,1608,2026-02-04 20:14:36.228049
396,19,1609,2026-02-04 20:14:36.228049
397,19,1610,2026-02-04 20:14:36.228049
398,19,1611,2026-02-04 20:14:36.228049
399,19,1612,2026-02-04 20:14:36.228049
400,19,1613,2026-02-04 20:14:36.228049
401,19,1614,2026-02-04 20:14:36.228049
402,19,1615,2026-02-04 20:14:36.228049
403,19,1616,2026-02-04 20:14:36.228049
404,19,1617,2026-02-04 20:14:36.228049
405,19,1618,2026-02-04 20:14:36.228049
406,19,1619,2026-02-04 20:14:36.228049
407,19,1700,2026-02-04 20:14:36.228049
408,19,1701,2026-02-04 20:14:36.228049
409,19,1702,2026-02-04 20:14:36.228049
410,20,1599,2026-02-04 20:14:46.341149
411,20,1600,2026-02-04 20:14:46.341149
412,20,1601,2026-02-04 20:14:46.341149
413,20,1602,2026-02-04 20:14:46.341149
414,20,1603,2026-02-04 20:14:46.341149
415,20,1604,2026-02-04 20:14:46.341149
416,20,1605,2026-02-04 20:14:46.341149
417,20,1606,2026-02-04 20:14:46.341149
418,20,1607,2026-02-04 20:14:46.341149
419,20,1608,2026-02-04 20:14:46.341149
420,20,1609,2026-02-04 20:14:46.341149
421,20,1610,2026-02-04 20:14:46.341149
422,20,1611,2026-02-04 20:14:46.341149
423,20,1612,2026-02-04 20:14:46.341149
424,20,1613,2026-02-04 20:14:46.341149
425,20,1614,2026-02-04 20:14:46.341149
426,20,1615,2026-02-04 20:14:46.341149
427,20,1616,2026-02-04 20:14:46.341149
428,20,1617,2026-02-04 20:14:46.341149
429,20,1618,2026-02-04 20:14:46.341149
430,20,1619,2026-02-04 20:14:46.341149
431,20,1722,2026-02-04 20:14:46.341149
432,20,1723,2026-02-04 20:14:46.341149
433,20,1724,2026-02-04 20:14:46.341149
434,20,1725,2026-02-04 20:14:46.341149
435,21,1599,2026-02-04 20:15:06.419283
436,21,1600,2026-02-04 20:15:06.419283
437,21,1601,2026-02-04 20:15:06.419283
438,21,1602,2026-02-04 20:15:06.419283
439,21,1603,2026-02-04 20:15:06.419283
440,21,1604,2026-02-04 20:15:06.419283
441,21,1605,2026-02-04 20:15:06.419283
442,21,1606,2026-02-04 20:15:06.419283
443,21,1607,2026-02-04 20:15:06.419283
444,21,1608,2026-02-04 20:15:06.419283
445,21,1609,2026-02-04 20:15:06.419283
446,21,1610,2026-02-04 20:15:06.419283
447,21,1611,2026-02-04 20:15:06.419283
448,21,1612,2026-02-04 20:15:06.419283
449,21,1613,2026-02-04 20:15:06.419283
450,21,1614,2026-02-04 20:15:06.419283
451,21,1615,2026-02-04 20:15:06.419283
452,21,1616,2026-02-04 20:15:06.419283
453,21,1617,2026-02-04 20:15:06.419283
454,21,1618,2026-02-04 20:15:06.419283
455,21,1619,2026-02-04 20:15:06.419283
456,21,1644,2026-02-04 20:15:06.419283
457,21,1645,2026-02-04 20:15:06.419283
458,21,1646,2026-02-04 20:15:06.419283
459,21,1647,2026-02-04 20:15:06.419283
460,21,1648,2026-02-04 20:15:06.419283
461,21,1670,2026-02-04 20:15:06.419283
462,21,1671,2026-02-04 20:15:06.419283
465,21,1820,2026-02-04 20:36:02.110309
466,21,1672,2026-02-04 20:36:18.110954
467,21,1673,2026-02-04 20:36:33.306302
468,17,1833,2026-02-07 16:03:56.542348
469,17,1837,2026-02-07 16:04:08.697018
470,17,1838,2026-02-07 16:04:26.593526
471,17,1831,2026-02-07 16:06:17.443967
472,17,1843,2026-02-07 16:07:36.021645
473,17,1703,2026-02-07 16:11:00.518441
474,19,1711,2026-02-07 16:12:28.695573
475,19,1709,2026-02-07 16:12:37.868742
476,19,1703,2026-02-07 16:12:41.765388
477,19,1706,2026-02-07 16:12:56.230103
478,19,1713,2026-02-07 16:13:01.578014
479,18,1786,2026-02-07 16:50:38.732491
480,18,1781,2026-02-07 16:50:40.948247
481,18,1775,2026-02-07 16:50:59.605416
482,18,1776,2026-02-07 16:51:17.406421
483,18,1778,2026-02-07 16:51:23.561016
484,20,1726,2026-02-07 16:56:13.253639
485,20,1728,2026-02-07 16:56:21.279616
486,20,1733,2026-02-07 16:56:52.205531
487,21,1649,2026-02-07 17:01:58.502255
488,21,1652,2026-02-07 17:02:36.174071
489,21,1653,2026-02-07 17:02:51.589538
490,21,1654,2026-02-07 17:03:06.570721
491,22,1599,2026-02-07 17:06:49.432337
492,22,1600,2026-02-07 17:06:49.432337
493,22,1601,2026-02-07 17:06:49.432337
494,22,1602,2026-02-07 17:06:49.432337
495,22,1603,2026-02-07 17:06:49.432337
496,22,1604,2026-02-07 17:06:49.432337
497,22,1605,2026-02-07 17:06:49.432337
498,22,1606,2026-02-07 17:06:49.432337
499,22,1607,2026-02-07 17:06:49.432337
500,22,1608,2026-02-07 17:06:49.432337
501,22,1609,2026-02-07 17:06:49.432337
502,22,1610,2026-02-07 17:06:49.432337
503,22,1611,2026-02-07 17:06:49.432337
504,22,1612,2026-02-07 17:06:49.432337
505,22,1613,2026-02-07 17:06:49.432337
506,22,1614,2026-02-07 17:06:49.432337
507,22,1615,2026-02-07 17:06:49.432337
508,22,1616,2026-02-07 17:06:49.432337
509,22,1617,2026-02-07 17:06:49.432337
510,22,1618,2026-02-07 17:06:49.432337
511,22,1619,2026-02-07 17:06:49.432337
512,22,1676,2026-02-07 17:06:49.432337
513,22,1677,2026-02-07 17:06:49.432337
514,22,1678,2026-02-07 17:06:49.432337
515,22,1679,2026-02-07 17:06:49.432337
516,22,1680,2026-02-07 17:06:49.432337
517,22,1690,2026-02-07 17:09:14.346416
518,22,1688,2026-02-07 17:09:31.218505
519,22,1696,2026-02-07 17:09:46.89861
520,22,1697,2026-02-07 17:10:03.830037
521,22,1687,2026-02-07 17:11:00.393652
522,22,1748,2026-02-07 17:20:42.970209
